scene,group,method,readout,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion,distance_x_nrmse,distance_y_nrmse,growth_log_mae,tau_x,tau_y
diagonal,mechanism,Dual-Reference RA-MTM,dual_native,0.008333333333333333,0.008333333333333331,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,60,0,60,0.12,0.22233282635888954,0.3547591329938572,5.033589286126035e-17,0.0,0.0
same_x,mechanism,TMTM,initial_y_oracle,0.05586782266159601,0.055867822661596,0.079009032508284,0.0,0.07900903250828405,0.0,0.0,0.0,0.0,,0,0,40,0.12,0.6541594176859651,,0.0,,
same_x,mechanism,TMTM,first_frame_2d_affine,9.004297352619013e-17,6.366999717856981e-17,8.881784197001253e-17,1.4802973661668754e-17,1.7763568394002506e-16,2.960594732333751e-17,0.0,0.0,0.0,,0,0,40,0.12,0.6541594176859651,,0.0,,
same_x,mechanism,ST-MTM,initial_y_oracle,0.16162630350910348,0.16162630350910345,0.22857411045880427,0.0,0.22857411045880435,0.0,0.0,0.0,0.0,,0,0,40,0.12,1.2948884543411193e-16,,0.0,,
same_x,mechanism,ST-MTM,first_frame_2d_affine,1.0776727494507374e-16,1.0553912941013715e-16,8.881784197001253e-17,7.401486830834377e-17,1.7763568394002506e-16,1.1842378929335003e-16,0.0,0.0,0.0,,0,0,40,0.12,1.2948884543411193e-16,,0.0,,
same_x,mechanism,X-only RA-MTM,initial_y_oracle,0.04877394630358079,0.04877394630358079,0.06897677635298104,0.0,0.06897677635298104,0.0,0.0,0.0,0.0,,0,0,40,0.12,0.6980379415670581,,0.0,7.277213162357725,
same_x,mechanism,X-only RA-MTM,first_frame_2d_affine,2.481430559437127e-16,2.481238037678856e-16,5.921189464667501e-17,3.4046839421838136e-16,1.1842378929335003e-16,3.552713678800501e-16,0.0,0.0,0.0,,0,0,40,0.12,0.6980379415670581,,0.0,7.277213162357725,
same_x,mechanism,Dual-Reference RA-MTM,dual_native,0.04877394630358088,0.048773946303580874,0.06897677635298104,4.331198568756069e-09,0.06897677635298104,4.3311986293777716e-09,3.14018491736755e-18,3.14018491736755e-18,6.2803698347351e-17,,0,0,40,0.12,0.6980379415670581,1.8943555116454223e-08,0.0,7.277213162357725,0.0
same_y,mechanism,TMTM,initial_y_oracle,0.10595460633637388,0.1059546063363739,0.14984244127680224,0.0,0.14984244127680227,0.0,0.0,0.0,0.0,,0,0,40,0.12,0.6549171622789222,,0.0,,
same_y,mechanism,TMTM,first_frame_2d_affine,6.10342239802965e-17,5.867489189580817e-17,4.4408920985006264e-17,5.921189464667501e-17,8.881784197001253e-17,5.921189464667501e-17,0.0,0.0,0.0,,0,0,40,0.12,0.6549171622789222,,0.0,,
